"Date","Price","Open","High","Low","Vol.","Change %"
"01/16/2025","467.00","467.00","467.00","467.00","0.01K","0.11%"
"01/15/2025","466.50","466.50","466.50","466.50","","0.54%"
"01/14/2025","464.00","464.00","464.00","464.00","0.01K","1.31%"
"01/13/2025","458.00","458.00","458.00","458.00","0.15K","0.44%"
"01/10/2025","456.00","456.00","456.00","456.00","0.03K","0.66%"
"01/09/2025","453.00","453.00","453.00","453.00","0.07K","-0.66%"
"01/08/2025","456.00","456.00","456.00","456.00","","-0.87%"
"01/07/2025","460.00","460.00","460.00","460.00","0.11K","-0.86%"
"01/06/2025","464.00","464.00","464.00","464.00","0.12K","0.00%"
"01/03/2025","464.00","464.00","464.00","464.00","0.62K","-0.22%"
"01/02/2025","465.00","465.00","465.00","465.00","0.01K","-1.59%"
"12/31/2024","472.50","472.50","472.50","472.50","","-0.63%"
"12/30/2024","475.50","475.50","475.50","475.50","","0.53%"
"12/27/2024","473.00","473.00","473.00","473.00","0.06K","-0.63%"
"12/24/2024","476.00","476.00","476.00","476.00","","0.95%"
"12/23/2024","471.50","471.50","471.50","471.50","","-0.95%"
"12/20/2024","476.00","476.00","476.00","476.00","","-0.31%"
"12/19/2024","477.50","477.50","477.50","477.50","","0.32%"
"12/18/2024","476.00","476.00","476.00","476.00","0.01K","-0.63%"
"12/17/2024","479.00","479.00","479.00","479.00","0.04K","-0.21%"
"12/16/2024","480.00","480.00","480.00","480.00","0.03K","-0.52%"
"12/13/2024","482.50","482.50","482.50","482.50","","-0.31%"
"12/12/2024","484.00","484.00","484.00","484.00","0.02K","-0.31%"
"12/11/2024","485.50","485.50","485.50","485.50","","-0.51%"
"12/10/2024","488.00","488.00","488.00","488.00","0.04K","-0.41%"
"12/09/2024","490.00","490.00","490.00","490.00","0.04K","1.03%"
"12/06/2024","485.00","485.00","485.00","485.00","0.02K","-0.51%"
"12/05/2024","487.50","487.50","487.50","487.50","","-0.51%"
"12/04/2024","490.00","490.00","490.00","490.00","","-0.61%"
"12/03/2024","493.00","493.00","493.00","493.00","0.02K","-0.40%"
"12/02/2024","495.00","495.00","495.00","495.00","0.02K","1.33%"
"11/29/2024","488.50","488.50","488.50","488.50","0.28K","0.10%"
"11/28/2024","488.00","488.00","488.00","488.00","","0.00%"
"11/27/2024","488.00","488.00","488.00","488.00","","0.00%"
"11/26/2024","488.00","488.00","488.00","488.00","","0.00%"
"11/25/2024","488.00","488.00","488.00","488.00","","0.00%"
"11/22/2024","488.00","488.00","488.00","488.00","0.42K","0.72%"
"11/21/2024","484.50","484.50","484.50","484.50","","-0.41%"
"11/20/2024","486.50","486.50","486.50","486.50","0.80K","0.31%"
"11/19/2024","485.00","485.00","485.00","485.00","0.01K","0.52%"
"11/18/2024","482.50","482.50","482.50","482.50","","-0.62%"
"11/15/2024","485.50","485.50","485.50","485.50","","-0.61%"
"11/14/2024","488.50","488.50","488.50","488.50","0.02K","1.77%"
"11/13/2024","480.00","480.00","480.00","480.00","0.02K","-2.04%"
"11/12/2024","490.00","490.00","490.00","490.00","","0.41%"
"11/11/2024","488.00","488.00","488.00","488.00","0.01K","-1.21%"
"11/08/2024","494.00","494.00","494.00","494.00","","-1.20%"
"11/07/2024","500.00","500.00","500.00","500.00","0.04K","0.50%"
"11/06/2024","497.50","497.50","497.50","497.50","","-1.00%"
"11/05/2024","502.50","502.50","502.50","502.50","","-0.50%"
"11/04/2024","505.00","505.00","505.00","505.00","1.81K","1.00%"
"11/01/2024","500.00","500.00","500.00","500.00","0.01K","0.91%"
"10/31/2024","495.50","495.50","495.50","495.50","0.04K","-0.60%"
"10/30/2024","498.50","498.50","498.50","498.50","","-1.48%"
"10/29/2024","506.00","506.00","506.00","506.00","0.01K","0.80%"
"10/28/2024","502.00","502.00","502.00","502.00","0.06K","0.20%"
"10/25/2024","501.00","501.00","501.00","501.00","0.02K","0.40%"
"10/24/2024","499.00","499.00","499.00","499.00","0.01K","0.40%"
"10/23/2024","497.00","497.00","497.00","497.00","0.02K","-0.60%"
"10/22/2024","500.00","500.00","500.00","500.00","0.01K","-0.10%"
"10/21/2024","500.50","500.50","500.50","500.50","","0.10%"
"10/18/2024","500.00","500.00","500.00","500.00","0.02K","0.30%"
"10/17/2024","498.50","498.50","498.50","498.50","0.08K","-1.38%"
"10/16/2024","505.50","505.50","505.50","505.50","0.01K","-0.49%"
"10/15/2024","508.00","508.00","508.00","508.00","0.04K","-0.39%"
"10/14/2024","510.00","510.00","510.00","510.00","0.08K","-0.20%"
"10/11/2024","511.00","511.00","511.00","511.00","0.03K","0.20%"
"10/10/2024","510.00","510.00","510.00","510.00","0.07K","-1.35%"
"10/09/2024","517.00","517.00","517.00","517.00","1.41K","-1.52%"
"10/08/2024","525.00","525.00","525.00","525.00","0.01K","-3.14%"
"10/07/2024","542.00","542.00","542.00","542.00","0.03K","3.63%"
"10/04/2024","523.00","523.00","523.00","523.00","0.01K","-0.76%"
"10/03/2024","527.00","527.00","527.00","527.00","","0.48%"
"10/02/2024","524.50","524.50","524.50","524.50","1.65K","0.19%"
"10/01/2024","523.50","523.50","523.50","523.50","0.01K","0.00%"
"09/30/2024","523.50","523.50","523.50","523.50","0.14K","15.44%"
"09/27/2024","453.50","453.50","453.50","453.50","","0.22%"
"09/26/2024","452.50","452.50","452.50","452.50","","0.11%"
"09/25/2024","452.00","452.00","452.00","452.00","0.25K","0.11%"
"09/24/2024","451.50","451.50","451.50","451.50","0.11K","0.44%"
"09/23/2024","449.50","449.50","449.50","449.50","0.02K","-0.66%"
"09/20/2024","452.50","452.50","452.50","452.50","","-0.33%"
"09/19/2024","454.00","454.00","454.00","454.00","0.10K","0.89%"
"09/18/2024","450.00","450.00","450.00","450.00","0.06K","0.00%"
"09/17/2024","450.00","450.00","450.00","450.00","0.02K","-0.11%"
"09/16/2024","450.50","450.50","450.50","450.50","","-0.33%"
"09/13/2024","452.00","452.00","452.00","452.00","","-0.66%"
"09/12/2024","455.00","455.00","455.00","455.00","0.12K","0.66%"
"09/11/2024","452.00","452.00","452.00","452.00","0.05K","0.67%"
"09/10/2024","449.00","449.00","449.00","449.00","0.05K","-0.88%"
"09/09/2024","453.00","453.00","453.00","453.00","0.01K","-0.44%"
"09/06/2024","455.00","455.00","455.00","455.00","0.04K","0.11%"
"09/05/2024","454.50","454.50","454.50","454.50","0.00K","-0.98%"
"09/04/2024","459.00","459.00","459.00","459.00","","-0.54%"
"09/03/2024","461.50","461.50","461.50","461.50","0.04K","-0.97%"
"09/02/2024","466.00","466.00","466.00","466.00","0.71K","-1.58%"
"08/30/2024","473.50","473.50","473.50","473.50","0.15K","1.39%"
"08/29/2024","467.00","467.00","467.00","467.00","0.02K","-0.43%"
"08/28/2024","469.00","469.00","469.00","469.00","0.04K","0.64%"
"08/27/2024","466.00","466.00","466.00","466.00","0.00K","0.00%"
"08/23/2024","466.00","466.00","466.00","466.00","0.02K","-0.21%"
"08/22/2024","467.00","467.00","467.00","467.00","","0.43%"
"08/21/2024","465.00","465.00","465.00","465.00","0.02K","-0.43%"
"08/20/2024","467.00","467.00","467.00","467.00","0.02K","0.43%"
"08/19/2024","465.00","465.00","465.00","465.00","0.02K","0.00%"
"08/16/2024","465.00","465.00","465.00","465.00","0.01K","-1.27%"
"08/15/2024","471.00","471.00","471.00","471.00","0.03K","-0.53%"
"08/14/2024","473.50","473.50","473.50","473.50","0.13K","-0.73%"
"08/13/2024","477.00","477.00","477.00","477.00","0.03K","-0.63%"
"08/12/2024","480.00","480.00","480.00","480.00","0.02K","-0.41%"
"08/09/2024","482.00","482.00","482.00","482.00","0.01K","0.00%"
"08/08/2024","482.00","482.00","482.00","482.00","0.02K","-0.52%"
"08/07/2024","484.50","484.50","484.50","484.50","0.03K","-1.12%"
"08/06/2024","490.00","490.00","490.00","490.00","0.02K","-1.11%"
"08/05/2024","495.50","495.50","495.50","495.50","0.04K","1.12%"
"08/02/2024","490.00","490.00","490.00","490.00","0.00K","1.14%"
"08/01/2024","484.50","484.50","484.50","484.50","0.05K","-1.82%"
"07/31/2024","493.50","493.50","493.50","493.50","1.00K","-1.50%"
"07/30/2024","501.00","501.00","501.00","501.00","0.02K","-0.40%"
"07/29/2024","503.00","503.00","503.00","503.00","","-0.10%"
"07/26/2024","503.50","503.50","503.50","503.50","","0.00%"
"07/25/2024","503.50","503.50","503.50","503.50","","0.00%"
"07/24/2024","503.50","503.50","503.50","503.50","0.02K","1.00%"
"07/23/2024","498.50","498.50","498.50","498.50","","-0.99%"
"07/22/2024","503.50","503.50","503.50","503.50","0.08K","-0.20%"
"07/19/2024","504.50","504.50","504.50","504.50","","-0.49%"
"07/18/2024","507.00","507.00","507.00","507.00","","0.10%"
"07/17/2024","506.50","506.50","506.50","506.50","","-0.39%"
"07/16/2024","508.50","508.50","508.50","508.50","","-0.20%"
"07/15/2024","509.50","509.50","509.50","509.50","","0.10%"
"07/12/2024","509.00","509.00","509.00","509.00","0.01K","0.30%"
"07/11/2024","507.50","507.50","507.50","507.50","0.05K","-1.36%"
"07/10/2024","514.50","514.50","514.50","514.50","0.01K","-0.10%"
"07/09/2024","515.00","515.00","515.00","515.00","","-0.48%"
"07/08/2024","517.50","517.50","517.50","517.50","0.02K","-1.80%"
"07/05/2024","527.00","527.00","527.00","527.00","","-0.38%"
"07/04/2024","529.00","529.00","529.00","529.00","","0.38%"
"07/03/2024","527.00","527.00","527.00","527.00","0.02K","0.96%"
"07/02/2024","522.00","522.00","522.00","522.00","0.03K","-0.57%"
"07/01/2024","525.00","525.00","525.00","525.00","0.03K","0.67%"
"06/28/2024","521.50","521.50","521.50","521.50","0.11K","0.38%"
"06/27/2024","519.50","519.50","519.50","519.50","","0.00%"
"06/26/2024","519.50","519.50","519.50","519.50","0.04K","0.19%"
"06/25/2024","518.50","518.50","518.50","518.50","0.01K","0.10%"
"06/24/2024","518.00","518.00","518.00","518.00","0.03K","0.97%"
"06/21/2024","513.00","513.00","513.00","513.00","","-1.16%"
"06/20/2024","519.00","519.00","519.00","519.00","0.03K","0.29%"
"06/19/2024","517.50","517.50","517.50","517.50","0.04K","0.19%"
"06/18/2024","516.50","516.50","516.50","516.50","0.04K","0.00%"
"06/17/2024","516.50","516.50","516.50","516.50","0.03K","-0.10%"
"06/14/2024","517.00","517.00","517.00","517.00","0.01K","-0.48%"
"06/13/2024","519.50","519.50","519.50","519.50","0.01K","-1.05%"
"06/12/2024","525.00","525.00","525.00","525.00","0.01K","1.55%"
"06/11/2024","517.00","517.00","517.00","517.00","0.02K","-1.52%"
"06/10/2024","525.00","525.00","525.00","525.00","","-0.47%"
"06/07/2024","527.50","527.50","527.50","527.50","0.01K","0.09%"
"06/06/2024","527.00","527.00","527.00","527.00","0.00K","1.25%"
"06/05/2024","520.50","520.50","520.50","520.50","0.04K","-0.48%"
"06/04/2024","523.00","523.00","523.00","523.00","","-0.85%"
"06/03/2024","527.50","527.50","527.50","527.50","0.01K","-1.12%"
"05/31/2024","533.50","533.50","533.50","533.50","0.01K","-0.28%"
"05/30/2024","535.00","535.00","535.00","535.00","0.00K","-0.65%"
"05/29/2024","538.50","538.50","538.50","538.50","","0.75%"
"05/28/2024","534.50","534.50","534.50","534.50","","-0.47%"
"05/24/2024","537.00","537.00","537.00","537.00","","0.85%"
"05/23/2024","532.50","532.50","532.50","532.50","0.02K","-0.75%"
"05/22/2024","536.50","536.50","536.50","536.50","0.02K","-0.28%"
"05/21/2024","538.00","538.00","538.00","538.00","0.01K","0.94%"
"05/20/2024","533.00","533.00","533.00","533.00","","0.38%"
"05/17/2024","531.00","531.00","531.00","531.00","0.01K","0.28%"
"05/16/2024","529.50","529.50","529.50","529.50","","0.86%"
"05/15/2024","525.00","525.00","525.00","525.00","0.01K","-0.28%"
"05/14/2024","526.50","526.50","526.50","526.50","0.30K","-1.59%"
"05/13/2024","535.00","535.00","535.00","535.00","0.01K","0.56%"
"05/10/2024","532.00","532.00","532.00","532.00","0.00K","-0.37%"
"05/09/2024","534.00","534.00","534.00","534.00","","-0.37%"
"05/08/2024","536.00","536.00","536.00","536.00","","-0.65%"
"05/07/2024","539.50","539.50","539.50","539.50","","-1.01%"
"05/03/2024","545.00","545.00","545.00","545.00","0.01K","-0.46%"
"05/02/2024","547.50","547.50","547.50","547.50","","0.64%"
"05/01/2024","544.00","544.00","544.00","544.00","0.01K","-0.09%"
"04/30/2024","544.50","544.50","544.50","544.50","0.07K","2.54%"
"04/29/2024","531.00","531.00","531.00","531.00","","-0.47%"
"04/26/2024","533.50","533.50","533.50","533.50","","-0.28%"
"04/25/2024","535.00","535.00","535.00","535.00","","1.52%"
"04/24/2024","527.00","527.00","527.00","527.00","","-0.19%"
"04/23/2024","528.00","528.00","528.00","528.00","","0.57%"
"04/22/2024","525.00","525.00","525.00","525.00","","0.96%"
"04/19/2024","520.00","520.00","520.00","520.00","","-0.76%"
"04/18/2024","524.00","524.00","524.00","524.00","","-0.19%"
"04/17/2024","525.00","525.00","525.00","525.00","","-0.28%"
"04/16/2024","526.50","526.50","526.50","526.50","","-0.19%"
"04/15/2024","527.50","527.50","527.50","527.50","0.00K","0.48%"
"04/12/2024","525.00","525.00","525.00","525.00","","1.55%"
"04/11/2024","517.00","517.00","517.00","517.00","","0.00%"
"04/10/2024","517.00","517.00","517.00","517.00","","-0.39%"
"04/09/2024","519.00","519.00","519.00","519.00","","-0.57%"
"04/08/2024","522.00","522.00","522.00","522.00","","0.00%"
"04/05/2024","522.00","522.00","522.00","522.00","","-0.19%"
"04/04/2024","523.00","523.00","523.00","523.00","","0.00%"
"04/03/2024","523.00","523.00","523.00","523.00","","-0.19%"
"04/02/2024","524.00","524.00","524.00","524.00","0.01K","-1.50%"
"03/28/2024","532.00","532.00","532.00","532.00","","-0.56%"
"03/27/2024","535.00","535.00","535.00","535.00","","-0.37%"
"03/26/2024","537.00","537.00","537.00","537.00","","0.00%"
"03/25/2024","537.00","537.00","537.00","537.00","","0.00%"
"03/22/2024","537.00","537.00","537.00","537.00","","-0.46%"
"03/21/2024","539.50","539.50","539.50","539.50","","-0.19%"
"03/20/2024","540.50","540.50","540.50","540.50","","0.56%"
"03/19/2024","537.50","537.50","537.50","537.50","","0.00%"
